name	id	iso3166_1_alpha2	iso3166_1_shortname	fips10_4	capital	fifa_code	iso_numeric	iso_alpha_3	administrative_divisions	currency_used	official_language	gdp_nominal	gdp_nominal_per_capita	internet_tld	languages_spoken	form_of_government	national_anthem	currency_formerly_used	calling_code
Austrian Empire	/m/01nhhz				Vienna														
Chile	/m/01p1v		CHILE	CI	Santiago				Cachapoal Province,Malleco,Colchagua Province,Cauquenes Province,Arauco Province,Antofagasta Region,Linares Province,Los Lagos Region,Coyhaique Province,Atacama Region,Parinacota Province,Bío-Bío Region,El Loa Province,Llanquihue Province,Iquique Province,Coquimbo Region,Talagante Province,Huasco Province,Melipilla Province,Arica Province,Araucania,Santiago Metropolitan Region,Elqui Province,Aysen Region,Valdivia Province,Chiloé Province,General Carrera Province,Aysén Province,Chacabuco Province,Petorca Province,O'Higgins Region,Valparaíso Region,Palena Province,Easter Island,Magallanes y la Antártica Chilena Region,Quillota Province,Ranco Province,Talca Province,Choapa Province,Maule Region,Cardenal Caro Province,Tocopilla Province,Maipo Province,San Antonio Province,Antofagasta Province,San Felipe de Aconcagua Province,Magallanes Province,Tarapacá Region,Osorno Province,El Tamarugal Province	Chilean peso,Unidad de Fomento	Spanish Language,Chilean Spanish,German Language,English Language,Languages of Chile,Mapudungun Language			cl	Spanish Language,Puquina Language	Republic,Presidential system,Representative democracy	/m/045m7c1	Chilean escudo	56
Laos	/m/04hhv		LAO PEOPLE'S DEMOCRATIC REPUBLIC	LA	Vientiane				Xaisomboun,Phongsali Province,Champasak Province,Xaignabouli Province,Bolikhamxai,Louang Namtha Province,Xekong Province,Xiangkhoang Province,Vientiane Province,Houaphan,Bokeo Province,Savannakhet Province,Attapu Province,Oudomxai Province,Vientiane,Salavan Province,Louangphabang Province,Khammouan	Lao kip	French Language,Lao Language			la	English Language,French Language,Lao Language	Single-party state,Socialist Republic,Socialist state,Communist state	/m/048z_q2		856
Liberia	/m/04hzj		LIBERIA	LI	Monrovia				Grand Gedeh County,River Cess County,Grand Kru County,Gbarpolu County,Bong County,Grand Bassa County,Nimba County,Margibi County,Lofa County,Bomi County,Maryland County,Grand Cape Mount County,River Gee County,Sinoe County,Montserrado County	Liberian dollar	English Language			lr	English Language	Republic,Presidential system			
Kingdom of Hungary	/m/02rnb5c				Budapest					Hungarian korona									
Qatar	/m/0697s		QATAR	QA	Doha				Al Jumaliyah,Doha,Al Khawr,Umm Salal,Madinat ash Shamal,Al Wakrah	Qatari riyal	Arabic Language			qa	Arabic Language	Constitutional monarchy,Monarchy,Emirate,Absolute monarchy		Indian rupee	
East Asia	/m/02qnk																		
Electorate of Hanover	/m/03nlzvh																		
Grenada	/m/035yg		GRENADA	GJ	St. George's				Saint Patrick Parish,Saint David Parish,Saint Andrew Parish,Saint George Parish,Saint Mark Parish,Saint John Parish	East Caribbean dollar	English Language			gd	English Language	Parliamentary system,Constitutional monarchy		UK £	
Taiwan	/m/07dv8				Taipei						Standard Mandarin				Taiwanese Mandarin,Chinese, Hakka Language,Taiwanese	Semi-presidential system			
Ottoman Empire	/m/05kyr				Bursa,Söğüt,Istanbul,Edirne,Constantinople												/m/04k6v2s	Kuruş,Akçe,Turkish lira	
Barcelona	/m/01f62																		
Costa Rica	/m/01p8s		COSTA RICA	CS	San José				Limón Province,Puntarenas Province,Guanacaste Province,Alajuela Province,Cartago Province,San José Province,Vásquez de Coronado,Heredia Province	Costa Rican colón	Spanish Language			cr	Spanish Language	Constitutional democracy,Republic,Presidential system			
Grand Duchy of Poznań	/m/0219hq																		
Kingdom of Serbia	/m/025scy1				Belgrade														
Cayman Islands	/m/01nty		CAYMAN ISLANDS	CJ	George Town,George Town, Cayman Islands					Cayman Islands dollar	English Language			ky	English Language				
Faroe Islands	/m/02w9s			FO	Tórshavn				Faroe Islands	Faroese króna,Danish krone	Faroese,Danish Language			fo					
Byzantine Empire	/m/017cw				Constantinople														
Tibet	/m/07rj5																		
Ukraine	/m/07t21		UKRAINE	UP	Kiev				Amvrosiivskyi Raion,Sosnyts’kyi Raion,Borodianskyi Raion,Berezivs’kyi  Raion,Gholoprystans’kyi  Raion,Velykomykhailivs’kyi  Raion,Manevychi Raion,Bobrynets’kyi Raion,Veselivs’kyi Raion,Tarascha Raion,Korostyshivs’kyi Raion,Berezne Raion,Oleksandrivs’kyi Raion,Iasynuvats’kyi Raion,Chornomorske Raion,Pyriatyns’kyi Raion,Korops’kyi Raion,Rozdolne Raion,Svaliava Raion,Krasnoperekops’ka mis’krada Raion,Man’kivs’kyi  Raion,Demydivka Raion,Rozhniativskyi Raion,Liuboml Raion,Zalishchytskyi Raion,Brovarskyi Raion,Kremenetskyi Raion,Kirovohrad Oblast,Makarivskyi Raion,Soviets’kyi Raion,Kiev,Zboriv Raion,Chortkiv Raion,Novoukrains’kyi Raion,Uzhhorodskyi Raion,Lozova Raion,Sofiivs’kyi Raion,Novohrad-Volyns’kyi Raion,Krolevets’kyi Raion,Hoshcha Raion,Bohuslavskyi Raion,Іziaslavs’kyi Raion,Talalaivs’kyi Raion,Svativs’kyi Raion,Busk Raion,Sokal Raion,Izmailsky Raion,Novosanzhars’kyi Raion,Snihurivs’kyi Raion,Lysianskyi Raion,Narodyts’kyi Raion,Schors’kyi Raion,Zaporizhia Oblast,Slov'ians’kyi Raion,Zgurivskyi Raion,Seredyno-Buds’kyi Raion,Kakhovs’kyi  Raion,Khmil’nyts’kyi Raion,Skole Raion,Mizhhiria Raion,Kazankivs’kyi Raion,Oleksandrivs’kyi  Raion,Frunzivs’kyi  Raion,Tomashpil’s’kyi Raion,Borshchiv Raion,Kelmentsi Raion,Horodots’kyi Raion,Mykhailivs’kyi Raion,Zhytomyr Oblast,Chuhuivs’kyi Raion,Іchnians’kyi  Raion,Mlyniv Raion,Kovel Raion,Ratne Raion,Karlivs’kyi Raion,Pidvolochysk Raion,Rokytnianskyi Raion,Kherson Oblast,Novovodolaz’kyi Raion,Bashtans’kyi Raion,Shyriaivs’kyi Raion,Volyn Oblast,Rokytne Raion, Rivne Oblast,Skadovs’kyi Raion,Starosyniavs’kyi  Raion,Kolómats’kyi Raion,Mohyliv-Podil’s’kyi Raion,Kyievo-Sviatoshyns’kyi Raion,Novoaidars’kyi Raion,Nedryhailivs’kyi Raion,Bilohirs’kyi Raion,Sarats’kyi Raion,Ternopil Raion,Dubno Raion,Skvyrs’kyi Raion,Kam’ians’kyi  Raion,Zolochiv Raion,Ustynivs’kyi Raion,Beryslavs’kyi Raion,Novopskovs’kyi Raion,Kharkiv Oblast,Novhorod-Sivers’kyi Raion,Brats’kyi Raion,Vradiivs’kyi Raion,Mens’kyi Raion,Chechel’nyts’kyi Raion,Reshetylivs’kyi Raion,Solonians’kyi Raion,Dubrovytsia Raion,Svitlovods’kyi Raion,Ivano-Frankivsk Oblast,Romens’kyi Raion,Polohivs’kyi Raion,Novomykolaivs’kyi Raion,Kobeliatskyi Raion,Khrystynivs’kyi  Raion,Kotelevs’kyi Raion,Sharhorods’kyi Raion,Tlumatskyi Raion,Kodyms’kyi Raion,Volodymyrets Raion,Semenivs’kyi Raion,Olevs’kyi Raion,Bilotserkivs’kyi  Raion,Okhtyrs’kyi Raion,Іllinets’kyi Raion,Derhachivs’kyi Raion,Prymors’kyi Raion,Bereznehuvats’kyi Raion,Brodivskyi Raion,Lyubeshiv Raion,Tsarychans’kyi Raion,Drabivs’kyi Raion,Stavyschens’kyi Raion,Brusylivskyi Raion,Velykyy Bereznyi Raion,Rakhiv Raion,Velykoburluts’kyi Raion,Sums’kyi Raion,Troits’kyi Raion,Smilians’kyi  Raion,Poltava Oblast,Dzhankoy Raion,Lypovodolyns’kyi Raion,Kotovs’kyi  Raion,Cherkas’kyi Raion,Іvanivs’kyi Raion,Tsyurupyns’kyi  Raion,Kaluskyi Raion,Zhytomyrs’kyi Raion,Biliaivs’kyi  Raion,Vasyl’kivs’kyi  Raion,Synel’nykivs’kyi Raion,Chervonoarmiis’kyi Raion,Blyzniukivs’kyi Raion,Pryluts’kyi Raion,Berezhanskyi Raion,Mahdalynivs’kyi Raion,Chemerovets’kyi  Raion,Volodars’kyi Raion,Berdychivs’kyi Raion,/m/0cnlpkj,Tal’nivs’kyi  Raion,Krasnohrads’kyi Raion,/m/0cnlhww,Mukachivskyi Raion,Vasylivs’kyi Raion,Trostianets’kyi Raion,/m/0cncyv3,Sumy Oblast,Monastyryschens’kyi  Raion,Mykolaivs’kyi Raion,Chornukhynskyi Raion,Nemyrivs’kyi Raion,Horokhiv Raion,Hlukhivs’kyi Raion,Lypovets’kyi Raion,Cherkasy Oblast,Orikhivs’kyi Raion,Berehove Raion,Reniyskyi Raion,Mar'ins’kyi  Raion,Mezhivs’kyi Raion,Stara Vyzhivka Raion,Ghaivorons’kyi  Raion,Tarutynskyi Raion,Petrivs’kyi  Raion,Yavoriv Raion,Cherniakhivs’kyi Raion,Dnipropetrovs’kyi Raion,Dolyns’kyi Raion,Irshavskyi Raion,Staryi Sambir Raion,Tomakivs’kyi Raion,Novomoskovs’kyi Raion,Romanivs’kyi Raion,Rusanivka,Kaharlytskyi Raion,Haisyns’kyi Raion,Bilokurakyns’kyi Raion,Antratsytivs’kyi Raion,Mykolaiv Oblast,Kehychivs’kyi Raion,Novobuz’kyi Raion,Rozdil’nians’kyi  Raion,Verkhn’orohachyts’kyi Raion,Rivne Oblast,Starokostiantynivs’kyi Raion,Buryns’kyi Raion,Umanskyi Raion,Orativs’kyi Raion,Radekhiv Raion,Boryspil’s’kyi Raion,Lityns’kyi Raion,Nosivs’kyi Raion,Krasnokuts’kyi Raion,Tetiivs’kyi Raion,Khorol’s’kyi Raion,Mostyska Raion,Ivankivskyi Raion,Vynohradiv Raion,Anan’ivs’kyi Raion,Kosivskyi Raion,Zolochivs’kyi Raion,Drohobytskyi Raion,Kominternivs’kyi  Raion,Bohodukhivs’kyi  Raion,Іvanivs’kyi Raion,Popasnians’kyi  Raion,Khotyn Raion,Chernihiv Oblast,Kalanchats’kyi  Raion,Novotroits’kyi Raion,Vil’nians’kyi Raion,Koziatyns’kyi Raion,Volodymyr-Volyns’kyi Raion,Pervomais’kyi Raion,Vysokopil’s’kyi  Raion,Fastivskyi Raion,Andrushivs’kyi Raion,Katerynopil’s’kyi Raion,Poltavs’kyi Raion,Crimea,Novhorodkivs’kyi Raion,Tul’chyns’kyi Raion,Starobeshivs’kyi Raion,Terebovlya Raion,Shyrokivs’kyi Raion,Saky Raion,Konotops’kyi Raion,Krasnolymanskyi Raion,Tiachiv Raion,Kolomyiskyi Raion,Lokachi Raion,Baranivs’kyi Raion,Kiliis’kyi  Raion,Vin’kovets’kyi Raion,Khust Raion,Zvenyhorods’kyi  Raion,Pidhaietskyi Raion,Artsyz’kyi  Raion,Zin’kivs’kyi Raion,Novoushyts’kyi Raion,Verkhovynskyi Raion,Kam'ianka-Buz’kyi Raion,Vasyl’kivs’kyi Raion,Chyhyryns’kyi  Raion,Baryshivs’kyi Raion,Kam'ianets’-Podil’s’kyi Raion,Pervomayskiy Raion of Crimea,Bilozers’kyi Raion,Pischans’kyi Raion,Heniches’kyi Raion,Korets Raion,Velykopysarivs’kyi Raion,Putyla Raion,Chernivtsi Oblast,Novoselytskyi Raion,Vinnytsia Oblast,Halytskyi Raion,Kharkivs’kyi Raion,Kamin’-Kashyrs’kyi Raion,Bakhchisaray raion,Kompaniivs’kyi Raion,Ul’ianovs’kyi Raion,Starobil’s’kyi  Raion,Arbuzyns’kyi  Raion,Krasnooknians’kyi Raion,Hrebinkivskyi Raion,Vyshhorodskyi Raion,Zastavna Raion,Korostens’kyi Raion,Hertsaivskyi Raion,Borznians’kyi Raion,Novomyrhorodskyi Raion,Pokrovs’kyi Raion,Bobrovyts’kyi Raion,Odessa Oblast,Kam'ians’ko-Dniprovs’kyi Raion,Voznesens’kyi  Raion,Lokhvytskyi Raion,Ghorodyschens’kyi  Raion,Chernivets’kyi Raion,Kirovske raion,Vinnyts’kyi Raion,Sokyriany Raion,Kirovohrads’kyi Raion,Zaporiz’kyi Raion,Melitopol’s’kyi Raion,Velykooleksandrivs’kyi Raion,Zolotonis’kyi  Raion,Kremenchutskyi Raion,Hlobyns’kyi Raion,Kupyanskyi Raion,Dykanskyi Raion,Artemivskyi Raion,Volodars’kyi  Raion,Kuibyshevs’kyi Raion,Koriukivs’kyi Raion,Korsun’-Shevchenkivs’kyi  Raion,Chudnivs’kyi Raion,Berezniaky,Chaplyns’kyi  Raion,Zakarpattia Oblast,Chernihivs’kyi Raion,Lutsk Raion,Lanivtsi Raion,Varvyns’kyi Raion,Іziums’kyi Raion,Trostianets’kyi Raion,Onufriivs’kyi Raion,Stryi Raion,Buchach Raion,Novoodes’kyi Raion,Novovorontsovs’kyi  Raion,Krasylivs’kyi Raion,Khmelnytskyi Oblast,Zhashkivs’kyi Raion,Kryvoriz’kyi Raion,Dunaivtsi Raion,Dobropilskyi Raion,Zarichne Raion,Ovruts’kyi Raion,Lenine raion,/m/0cncys3,Berezans’kyi Raion,Iakymivs’kyi Raion,Berdyansk Raion,Zhovkva Raion,Petropavlivs’kyi Raion,Kozivskyi Raion,Semenivs’kyi raion Raion,Iur'ivs’kyi Raion,Polis’kyi  Raion,Nizhyns’kyi Raion,Kalynivs’kyi Raion,Pecheniz’kyi Raion,Rohatynskyi Raion,Radyvyliv Raion,Putyvl’s’kyi Raion,Borivs’kyi Raion,Kulykivs’kyi Raion,Shevchenkivs’kyi Raion,Lyubars’kyi Raion,Malyns’kyi  Raion,Tel’manivs’kyi Raion,Volodars’ko-Volyns’kyi Raion,Letychivs’kyi Raion,Pereiaslav-Khmel’nyts’kyi Raion,Polons’kyi Raion,Monastyryska Raion,Shatsk Raion,Luhyns’kyi Raion,Vyzhnytsia Raion,Hadyatskyi Raion,Popil’nians’kyi Raion,P'iatykhats’kyi Raion,Radomyshl’s’kyi Raion,Velykonovosilkivs’kyi Raion,Shyshats’kyi Raion,Tatarbunarskyi Raion,Kremins’kyi Raion,Bilohirsk raion,Pavlohrads’kyi Raion,Vil’shans’kyi Raion,Yaghotyns’kyi  Raion,Nyzhn’osirohoz’kyi  Raion,Novoazovskyi Raion,Zmiivs’kyi Raion,Kanivs’kyi  Raion,Domanivs’kyi Raion,Rozivs’kyi Raion,Pervomais’kyi Raion,Shepetivs’kyi Raion,Slavuts’kyi  Raion,Simferopol Raion,Iemil’chyns’kyi Raion,Ostroh Raion,Ovidiopol’s’kyi  Raion,Shpolians’kyi  Raion,Veselynivs’kyi Raion,Kivertsi Raion,Zhmeryns’kyi Raion,Sribnians’kyi Raion,Nikopolskyi Raion,Chernihivs’kyi Raion,Vovchans’kyi Raion,Petrykivs’kyi Raion,Kostiantynivs’kyi Raion,Lutuhyns’kyi  Raion,Kryvoozers’kyi Raion,Shostkyns’kyi Raion,Perechyn Raion,Mykolaivs’kyi Raion,Zhovtnevyi Raion,Lubens’kyi Raion,Malovyskivskyi Raion,Murovanokurylovets’kyi Raion,Teplytskyi Raion,Gholovanivs’kyi  Raion,Znam'ians’kyi Raion,Donetsk Oblast,Orzhyts’kyi Raion,Huliaipil’s’kyi Raion,Myrhorodskyi Raion,Sverdlovs’kyi  Raion,Krasnoperekopsk Raion,Slov’ianoserbs’kyi Raion,Stanychno-Luhans’kyi Raion,Sambir Raion,Kozel’schyns’kyi Raion,Turiisk Raion,Velykobahachans’kyi Raion,Savrans’kyi  Raion,Hlybotskyi Raion,Kostopil Raion,Peremyshliany Raion,Zhydachiv Raion,Sarny Raion,Dvorichans’kyi Raion,Liubashivskyi Raion,Zachepylivs’kyi Raion,Velykolepetys’kyi Raion,Krasnohvardiyske Raion,Volovets Raion,Krasnopil’s’kyi Raion,Zbarazh Raion,Pryazovs’kyi Raion,Shumsk Raion,Chornobaivs’kyi  Raion,Volochysky Raion,Fastivs’kyi Raion,Balakliis’kyi Raion,Apostolivs’kyi Raion,Barvinkivs’kyi Raion,Bershads’kyi Raion,Ielanets’kyi Raion,Sevastopol,Kryzhopil’s’kyi Raion,Krasnoarmiiskyi Raion,Turka Raion,Bakhmats’kyi  Raion,Horodok Raion,Bars’kyi Raion,Ghornostaivs’kyi  Raion,Pohrebysche Raion,Mykolaiv Raion,Chutivskyi Raion,Lviv Oblast,Teofipol’s’kyi  Raion,Krynychans’kyi Raion,Saks’ka mis’krada Raion,Tokmats’kyi Raion,Khmel’nyts’kyi Raion,Ochakivs’kyi Raion,Zdolbuniv Raion,Bilopil’s’kyi Raion,Derazhnians’kyi  Raion,Mashivs’kyi Raion,Shakhtars’kyi Raion,Dobrovelychkivskyi Raion,Rivne Raion,Kiev Oblast,Pereval’s’kyi Raion,Horodnians’kyi Raion,Oleksandriis’kyi  Raion,Husiatyn Raion,Pustomyty Raion,Ripkyns’kyi Raion,Sakhnovschyns’kyi Raion,Velykobilozers’kyi Raion,Iampil’s’kyi Raion,Novoarkhanhel’s’kyi Raion,/m/0cncyt3,Krasnodons’kyi Raion,Storozhynetskyi Raion,Nadvirnianskyi Raion,Iarmolynets’kyi Raion,Ternopil Oblast,Bolhrads’kyi Raion,Volnovas’kyi Raion,Balts’kyi Raion,Iampil’s’kyi Raion,Pershotravnevyi  Raion,Myronivskyi Raion,Tyvrivs’kyi Raion,Luhansk Oblast,Markivs’kyi Raion,Lebedyns’kyi Raion,Bilovods’kyi Raion,Rozhysche Raion,Kitsman Raion,Nizhnegorskiy Raion,Verkhn’odniprovs’kyi Raion,Bilhorod-Dnistrovs’kyi Raion,Milovskyi Raion,Dnipropetrovsk Oblast,Horodenkivskyi Raion,Ivanychi Raion,Obukhivskyi Raion,Kozelets’kyi  Raion,Válkivs’kyi Raion	Ukrainian hryvnia,Ukrainian Hrivna	Ukrainian Language			ua	Hungarian,Ukrainian Language,Moldovan language,Tatar Language,Russian Language,Romanian Language	Parliamentary system,Republic,Semi-presidential system	/m/03zdxnf	Ukrainian karbovanets	380
Federated States of Micronesia	/m/03188		"MICRONESIA, FEDERATED STATES OF"	FM					Yap,Chuuk,Kosrae,Pohnpei	US$	Ulithian Language,Pohnpeian language,Chuukese Language,Woleaian Language,English Language,Kosraean language,Yapese Language			fm	English Language	Presidential system,Representative democracy,Republic,Federation			
Territory of Papua and New Guinea	/m/026wtlf				Canberra					Australian dollar	English Language				English Language,Tok Pisin Language	United Nations Trust Territories			
American Samoa	/m/0h8d		AMERICAN SAMOA	AQ	Fagatogo,Pago Pago					US$	Samoan Language,English Language			as					
Seychelles	/m/06sw9		SEYCHELLES	SE	Victoria				Beau Vallon,Plaisance	Seychelles rupee	English Language,Seselwa Creole French Language,French Language			sc	French Language	Republic			
Syria	/m/06vbd		SYRIAN ARAB REPUBLIC	SY	Damascus				Hama,Aleppo,As Suwayda,Rif Dimashq,Quneitra,Lattakia,Al Hasakah,Idlib,Tartous Governorate,Damascus,Ar Raqqah,Dara,Homs,Dayr az-Zawr	Turkish lira,Syrian pound,Turkish new lira	Arabic Language			sy	Bedawi Arabic,Arabic Language	Dictatorship,Republic,Single-party state,Presidential system			
Event planning	/m/0fddqq																		
Equatorial Guinea	/m/02kcz		EQUATORIAL GUINEA	EK	Malabo				Litoral Province,Annobón,Wele-Nzas Province,Kié-Ntem Province,Bioko Sur Province,Bioko Norte Province,Centro Sur Province	Equatorial Guinean peseta,Equatorial Guinean ekwele,Central African CFA franc	French Language,Portuguese Language,Spanish Language			gq	French Language,Spanish Language	Presidential system,Dictatorship,Republic	/m/0d9f5hp	Equatorial Guinean ekwele,Equatorial Guinean peseta	
Macau	/m/04thp		MACAO	MC					Municipality of Macau,Municipality of the Islands	Macanese pataca	Chinese language,Standard Cantonese,Cantonese,Portuguese Language,Standard Mandarin			mo	Portuguese Language		/m/0bwbgh_		
Kingdom of the Lombards	/m/047glq0				Monza,Pavia,Milan														
Moldova	/m/04w4s		"MOLDOVA, REPUBLIC OF"	MD	Chişinău				Cimişlia,Rîbniţa,Transnistria,Nisporeni,Tighina,Edineţ,Leova,Orhei,Teleneşti,Basarabeanca,Slobozia,Anenii Noi,Ialoveni,Raionul Rezina,Donduşeni,Ceadîr-Lunga,Raionul Teleneşti,Drochia,Basarabeasca,Raionul Leova,Raionul Drochia,Soroca,Cahul,Rîşcani,Glodeni,Criuleni,Lăpuşna County,Raionul Sîngerei,Raionul Rîşcani,Chişinău,Raionul Glodeni,Hînceşti,Străşeni,Tiraspol,Comrat,Raionul Donduşeni,Administrative Region of Camenca,Călăraşi,Dubăsari,Raionul Ocniţa,Căuşeni,Gagauzia,Raionul Floreşti,Rezina,Raionul Briceni,Ungheni,Cameanca,Raionul Cantemir,Dubăsari district,Raionul Taraclia,Taraclia,Raionul Cimişlia,Briceni,Cainari,Sfîntu Grigori,Raionul Ştefan Vodă,Raionul Străşeni,Vulcăneşti,Bălţi,Raionul Hînceşti,Raionul Şoldăneşti,Raionul Călăraşi,Raionul Făleşti	Moldovan leu,Moldovan cupon	Moldovan language,Romanian Language			md	Russian Language,Ukrainian Language,Moldovan language			Moldovan cupon	
Bosnia and Herzegovina	/m/0166b		BOSNIA AND HERZEGOVINA	BK	Sarajevo				Republika Srpska,Federation of Bosnia and Herzegovina	Bosnia and Herzegovina convertible mark,Bosnia and Herzegovina dinar	Bosnian language,Serbian language,Croatian language,Serbo-Croatian			ba	Serbian language	Federation,Federal republic,Parliamentary republic,Republic	/m/0d7q6mx	Bosnia and Herzegovina dinar	
United States Virgin Islands	/m/07ww5		"VIRGIN ISLANDS, U.S."	VQ	Charlotte Amalie					US$	English Language			vi,us	English Language				
Rhodesia	/m/06jnv				Harare														
Nauru	/m/05br2		NAURU	NR						Australian dollar	Nauruan Language,English Language			nr	English Language	Republic			
Luxembourg	/m/04g61		LUXEMBOURG	LU	Luxembourg				Diekirch,Luxembourg,Grevenmacher	Belgian franc,Euro,Dutch gulden	French Language,Luxembourgish language,German Language			lu	French Language,German Language	Monarchy,Grand duchy,Parliamentary system,Constitutional monarchy	/m/0g4r1v8	Luxembourgish franc,Belgian franc	352
Republic of Ireland	/m/03rt9		IRELAND	EI	Dublin				County Longford,Waterford,Longford,County Cork,Wexford,County Sligo,County Galway,County Cavan,County Tipperary,Sligo,County Kilkenny,County Laois,Cavan,County Kerry,County Meath,County Leitrim,Tipperary,County Dublin,County Wicklow,County Kildare,County Clare,Dublin,County Limerick,County Offaly,Mayo,County Westmeath,County Donegal,Carlow,Monaghan,Roscommon,County Wexford,Wicklow,County Carlow,Donegal,Galway,Kilkenny,Limerick,County Mayo,County Roscommon,County Louth,County Waterford,County Monaghan,Kildare	Euro	English Language,Irish			ie	Fingalian,British English,Irish,Yola language,Gaelic,Hiberno-English	Parliamentary system,Constitutional republic,Democracy,Republic	/m/03k0fpw	Irish pound	353
Saint Lucia	/m/06s0l		SAINT LUCIA	ST	Castries				Anse la Raye Quarter,Castries Quarter,Choiseul Quarter,Dauphin Quarter,Soufrière,Vieux Fort Quarter,Gros Islet Quarter,Praslin Quarter,Laborie Quarter,Dennery Quarter,Micoud Quarter	East Caribbean dollar	French-based creole languages,Antillean Creole,Spanish Language,English Language			lc	English Language	Parliamentary system,Constitutional monarchy			
Bhutan	/m/07bxhl		BHUTAN	BT	Thimphu				Samdrup Jongkhar,Chukha,Samtse District,Trashigang,Bumthang District,Dagana District,Trongsa District,Zhemgang,Thimphu District,Punakha District,Haa District,Wangdue Phodrang,Tsirang District,Mongar District,Sarpang District,Pemagatshel,Paro District,Lhuntse	Indian rupee,Bhutanese ngultrum	English Language,Dzongkha Language			bt	Nepali Language	Democracy,Monarchy,Constitutional monarchy,Parliamentary system		Bhutanese rupee	
Zimbabwe	/m/088q4		ZIMBABWE	ZI	Harare				Masvingo,Matabeleland South,Mashonaland East,Matabeleland North,Bulawayo,Manicaland,Mashonaland West,Harare,Mashonaland Central,Midlands	US$	South African English,Ndebele Language,Shona Language,English Language			zw	English Language	Presidential system,Parliamentary republic,Parliamentary system,Dictatorship,Republic,Semi-presidential system	/m/048w92b	Rhodesian pound,Zimbabwean dollar	263
French Canadian	/m/012c1l																		
Cameroon	/m/01nln		CAMEROON	CM	Yaoundé				Southwest Province,Littoral Province,Far North Province,South Province,North Province,Centre Province,Adamawa Province,West Province,Northwest Province,East Province	Central African CFA franc	English Language,French Language			cm	Naki Language,French Language,Koshin Language,English Language,Fula language	Dictatorship,Republic			
Greater Khorasan	/m/04x_hs																		
Azerbaijan	/m/0jhd		AZERBAIJAN	AJ	Baku				Ali Bayramli,Absheron,Zangilan,Samukh,Ismailli,Goranboy,Yardymli,Balakan,Yevlakh,Baku,Oguz,Shaki,Yevlakh,Siazan,Khachmaz,Shaki,Ağcabədi,Sadarak,Agsu,Hajigabul,Ordubad,Goychay,Sharur,Barda,Agdam,Lankaran,Xizi,Saatly,Quba,Davachi,Shamakhi,Jabrayil,Qakh,Lankaran,Khizi,Qubadli,Ucar, Azerbaijan,Astara,Shusha,Masally,Lachin,Mingachevir,Qazax,Khanlar,Kalbajar,Dashkasan,Ganja,Shamkir,Sumqayit,Sabirabad,Agdash,Babek,Tovuz,Imishli,Qusar,Zardab,Lerik,Salyan,Qobustan,Kurdamir,Shakhbuz,Bilasuvar,Nakhichevan,Fuzûlî,Gadabay,Khojali,Tartar,Naftalan,Beylagan,Khojavend,Stepanakert,Lachin,Siyəzən,Ağstafa,Julfa,Zaqatala,Qabala,Jalilabad,Neftchala	Azerbaijani manat	Azerbaijani language			az		Parliamentary republic,Presidential system	/m/0d8nc7m		994
Provisional Administrative Entity of South Ossetia	/m/04jphc5															Government in exile			
Kingdom of Bohemia	/m/0410vqb				Prague														
Kazakhstan	/m/047lj		KAZAKHSTAN	KZ	Astana				Koksetau,Atyrau Province,Kyzylorda Province,South Kazakhstan Province,Baikonur,Astana,Karagandy Province,Zhambyl Province,Kostanay Province,Aktobe Province,East Kazakhstan Province,Almaty,Almaty Province,North Kazakhstan Province,Aqmola Province,Mangghystau Province,Pavlodar Province,West Kazakhstan Province	Kazakhstani tenge	Kazakh Language,Russian Language			kz	Ukrainian Language,Russian Language	Presidential system,Dictatorship			
Sri Lanka	/m/06m_5		SRI LANKA	CE	Colombo,Kotte				North Eastern Province,North Western Province,Southern Province,Sabaragamuwa Province,Central Province,Uva Province,Western Province,North Central Province	Sri Lankan rupee	Sinhala Language, English and Tamil also used,Tamil Language,Sinhala Language,English Language			lk	English Language,Tamil Language	Republic		Indian rupee	
Estonia	/m/02kmm		ESTONIA	EN	Tallinn				Hiiu County,Lääne County,Kohtla-Järve,Viljandi County,Põlva County,Ida-Viru County,Jõgeva County,Tartu County,Lääne-Viru County,Saare County,Järva County,Võru County,Valga County,Harju County,Rapla County,Pärnu County	Estonian kroon	Estonian Language			ee	Finnish Language	Parliamentary republic	/m/0478lcr		372
Ancient Thebes	/m/03qmj4z				Theban Cadmea											Theban hegemony			
Papua New Guinea	/m/05qkp		PAPUA NEW GUINEA	PP	Port Moresby				Sandaun	Papua New Guinean kina	English Language,Tok Pisin Language,Hiri Motu language			pg	Tok Pisin Language,English Language	Constitutional monarchy,Parliamentary system			
East Timor	/m/02lx0			TT	Dili				Ermera,Liquiçá,Oecussi-Ambeno,Dili,Manufahi,Ainaro,Lautém,Aileu,Manatuto,Viqueque,Cova-Lima,Baucau,Bobonaro	US$	Tetun Language,Portuguese Language			tl	Portuguese Language	Parliamentary republic	/m/0d9dsvw,/m/0d9dkkn		
